"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8079","Verify that user can successfully create a project with all available fields","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithAllFields"
"","2048","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","327","Verifies that user can't create project with empty body","Full Tests","2026-07-26","passed","2026-07-26","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithEmptyBody"
"","5847","Verifies that user can: create project with valid data, get created project, delete project","Full Tests","2026-07-26","passed","2026-07-26","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","checkCRUDProject"
"","265","Verifies that user can't get test suite by non-existent id","Full Tests","2026-07-26","passed","2026-07-26","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkGetTestSuiteByNonExistentId"
"","42648","Verify that project cannot be updated without code","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutCode"
"","42249","Verify that .jpg logo can be uploaded","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadValidLogo"
"","42646","Verify that project cannot be created when group access is selected without choosing a group","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkGroupAccessWithoutGroup"
"","579","Verifies that user can's update test suite with incorrect parameter 'Parent Id'","Full Tests","2026-07-26","passed","2026-07-26","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkUpdateTestSuiteWithIncorrectData"
"","7940","Verify that user can create a public project","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreatePublicProject"
"","42664","Verify that project is not created after clicking Cancel button","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectIsNotCreatedAfterCancel"
"","42301","Verify that project fields can be updated by appending 'Update'","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkAppendUpdateToProjectFields"
"","7423","Verify that user can create a project without adding members","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithoutMembers"
"","2759","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","42621","Verify that project cannot be updated without name","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutName"
"","42631","Verify that project cannot be created without project name","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutName"
"","42552","Verify that project cannot be created with empty required fields","Full Tests","2026-07-26","failed","2026-07-26","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkEmptyProject"
"","826","Verifies that user can create project with only required fields","Full Tests","2026-07-26","passed","2026-07-26","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithRequiredFields"
"","2187","Verifies that user can: create, get, update and delete test case","Full Tests","2026-07-26","passed","2026-07-26","tests.api.CaseApiTest","API Tests","tests.api.CaseApiTest","checkCRUDTestCase"
"","14504","Verify that user can successfully log in with valid credentials","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginSuccessful"
"","2028","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-26","passed","2026-07-26","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
