"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8109","Verify that suite is not created after clicking Cancel button","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkSuiteIsNotCreationAfterCancel"
"","4653","Verify that project cannot be created with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkEmptyProject"
"","7046","Verify that user can create a public project","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreatePublicProject"
"","10192","Verify that user can create a project with group access and selected group","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithGroupAccess"
"","4621","Verify that project cannot be created without project name","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutName"
"","9305","Verify that .txt file cannot be uploaded as project logo","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadInvalidLogo"
"","42171","Verify that project cannot be updated without name","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutName"
"","9653","Verify that project fields can be updated by appending 'Update'","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkAppendUpdateToProjectFields"
"","164","Verifies that user can't create project without required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithoutRequiredFields"
"","605","Verifies that user can create project with only required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithRequiredFields"
"","2535","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","8022","Verify that user can successfully create a project with all available fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithAllFields"
"","173","Verifies that user can't create test suite without title","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCreateTestSuiteWithoutTitle"
"","7582","Verify that .txt file cannot be uploaded","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkUploadInvalidImportFile"
"","1520","Verifies that user can: create, get, update and delete test case","Full Tests","2026-07-28","passed","2026-07-28","tests.api.CaseApiTest","API Tests","tests.api.CaseApiTest","checkCRUDTestCase"
"","209","Verifies that user can't create project with empty body","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithEmptyBody"
"","2744","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","6861","Verify that user can successfully create project with required fields only","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithRequiredFields"
"","42261","Verify that project cannot be updated without code","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutCode"
"","1824","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","329","Verifies that user can's delete test suite with incorrect parameter 'Destination Id'","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkDeleteTestSuiteWithNonExistingDestinationId"
"","313","Verifies that user can's update test suite with incorrect parameter 'Parent Id'","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkUpdateTestSuiteWithIncorrectData"
"","5121","Verifies that user can: create project with valid data, get created project, delete project","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","checkCRUDProject"
"","1858","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","7184","Verify that user can create a project without adding members","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithoutMembers"
"","13241","Verify that .jpg logo can be uploaded","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadValidLogo"
"","1800","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","1793","Verify that user can enable and disable Remember me checkbox","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRememberMeCheckboxState"
"","5225","Verify that project is not created after clicking Cancel button","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectIsNotCreatedAfterCancel"
"","947","Verifies that user can: create, get, update and delete test suite","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCRUDTestSuite"
"","8653","Verify that user can successfully create a project with all available fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkCreateSuiteWithAllField"
"","4881","Verify that project cannot be created when group access is selected without choosing a group","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkGroupAccessWithoutGroup"
"","42088","Verify that .csv file can be uploaded","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkUploadValidImportFile"
"","4744","Verify that project cannot be created without project code","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutCode"
"","160","Verifies that user can't get test suite by non-existent id","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkGetTestSuiteByNonExistentId"
