"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","291","Verifies that user can't get test suite by non-existent id","Full Tests","2026-07-20","passed","2026-07-20","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkGetTestSuiteByNonExistentId"
"","322","Verifies that user can't create project with empty body","Full Tests","2026-07-20","passed","2026-07-20","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithEmptyBody"
"","6295","Verifies that user can: create project with valid data, get created project, delete project","Full Tests","2026-07-20","passed","2026-07-20","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","checkCRUDProject"
"","715","Verifies that user can's update test suite with incorrect parameter 'Parent Id'","Full Tests","2026-07-20","passed","2026-07-20","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkUpdateTestSuiteWithIncorrectData"
"","2427","Verifies that user can: create, get, update and delete test case","Full Tests","2026-07-20","passed","2026-07-20","tests.api.CaseApiTest","API Tests","tests.api.CaseApiTest","checkCRUDTestCase"
"","336","Verifies that user can't create test suite without title","Full Tests","2026-07-20","passed","2026-07-20","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCreateTestSuiteWithoutTitle"
"","679","Verifies that user can's delete test suite with incorrect parameter 'Destination Id'","Full Tests","2026-07-20","passed","2026-07-20","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkDeleteTestSuiteWithNonExistingDestinationId"
"","905","Verifies that user can create project with only required fields","Full Tests","2026-07-20","passed","2026-07-20","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithRequiredFields"
"","318","Verifies that user can't create project without required fields","Full Tests","2026-07-20","passed","2026-07-20","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithoutRequiredFields"
"","1738","Verifies that user can: create, get, update and delete test suite","Full Tests","2026-07-20","passed","2026-07-20","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCRUDTestSuite"
