"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4882","Verify that project cannot be created without project code","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutCode"
"","161","Verifies that user can't create project without required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithoutRequiredFields"
"","5299","Verify that project cannot be created without project name","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutName"
"","8307","Verify that suite is not created after clicking Cancel button","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkSuiteIsNotCreationAfterCancel"
"","42426","Verify that user can create a project with group access and selected group","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithGroupAccess"
"","1874","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","8093","Verify that .txt file cannot be uploaded","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkUploadInvalidImportFile"
"","48379","Verify that project fields can be updated by appending 'Update'","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkAppendUpdateToProjectFields"
"","1904","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","5795","Verify that project is not created after clicking Cancel button","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectIsNotCreatedAfterCancel"
"","9031","Verify that user can create a public project","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreatePublicProject"
"","42432","Verify that project cannot be updated without name","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutName"
"","186","Verifies that user can't create project with empty body","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithEmptyBody"
"","42351","Verify that user can successfully log in with valid credentials","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginSuccessful"
"","2841","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","42266","Verify that user can successfully create a project with all available fields","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithAllFields"
"","1","setUpProject","Full Tests","2026-07-28","failed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","setUpProject"
"","5235","Verify that project cannot be created when group access is selected without choosing a group","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkGroupAccessWithoutGroup"
"","42231","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","9100","Verify that user can successfully create a project with all available fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkCreateSuiteWithAllField"
