"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42353","Verify that user cannot log in with incorrect username or password","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginWithInvalidCredentials"
"","654","Verifies that user can create project with only required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithRequiredFields"
"","5455","Verifies that user can: create project with valid data, get created project, delete project","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","checkCRUDProject"
"","195","Verifies that user can't create test suite without title","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkCreateTestSuiteWithoutTitle"
"","48278","Verify that .jpg logo can be uploaded","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadValidLogo"
"","42268","Verify that project cannot be updated without code","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutCode"
"","42388","Verify that user can successfully log in with valid credentials","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkLoginSuccessful"
"","1586","Verifies that user can: create, get, update and delete test case","Full Tests","2026-07-28","passed","2026-07-28","tests.api.CaseApiTest","API Tests","tests.api.CaseApiTest","checkCRUDTestCase"
"","48258","Verify that .txt file cannot be uploaded as project logo","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUploadInvalidLogo"
"","191","Verifies that user can't create project with empty body","Full Tests","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","API Tests","tests.api.ProjectApiTest","createProjectWithEmptyBody"
"","48886","Verify that project cannot be updated without name","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithoutName"
"","42204","Verify that user can successfully create a project with all available fields","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.SuiteUITest","UI Tests","tests.ui.SuiteUITest","checkCreateSuiteWithAllField"
"","4826","Verify that project cannot be created without project code","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutCode"
"","4975","Verify that project cannot be created without project name","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkProjectWithoutName"
"","42376","Verify that user can create a project without adding members","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectUiTest","UI Tests","tests.ui.ProjectUiTest","checkCreateProjectWithoutMembers"
"","42287","Verify that project name, code and description can be fully updated","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkUpdateProjectWithNewData"
"","1892","Verify that validation messages are displayed when user submits login form with empty required fields","Full Tests","2026-07-28","passed","2026-07-28","tests.ui.LoginUiTest","UI Tests","tests.ui.LoginUiTest","checkRequiredFieldsValidation"
"","336","Verifies that user can's update test suite with incorrect parameter 'Parent Id'","Full Tests","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","API Tests","tests.api.SuiteApiTest","checkUpdateTestSuiteWithIncorrectData"
"","51178","Verify that project fields can be updated by appending 'Update'","Full Tests","2026-07-28","failed","2026-07-28","tests.ui.ProjectSettingsUiTest","UI Tests","tests.ui.ProjectSettingsUiTest","checkAppendUpdateToProjectFields"
